music_name,music_url,translate_names
今宵是飘逸的利己主义者　～ Egoistic Flowers.,https://thwiki.cc/%E4%BB%8A%E5%AE%B5%E6%98%AF%E9%A3%98%E9%80%B8%E7%9A%84%E5%88%A9%E5%B7%B1%E4%B8%BB%E4%B9%89%E8%80%85_%EF%BD%9E_Egoistic_Flowers.,今宵は飄逸なエゴイスト　～ Egoistic Flowers.|今宵是飘逸的利己主义者　～ Egoistic Flowers.|Tonight Stars an Easygoing Egoist ~ Egoistic Flowers|今宵是飘逸的自我主义者　～ Egoistic Flowers.
今昔幻想乡　～ Flower Land,https://thwiki.cc/%E4%BB%8A%E6%98%94%E5%B9%BB%E6%83%B3%E4%B9%A1_%EF%BD%9E_Flower_Land,"今昔幻想郷　～ Flower Land|今昔幻想乡　～ Flower Land|Gensokyo, Past and Present ~ Flower Land"
从地下的归还,https://thwiki.cc/%E4%BB%8E%E5%9C%B0%E4%B8%8B%E7%9A%84%E5%BD%92%E8%BF%98,地下からの帰還|从地下的归还|Returning Home from the Underground
从神社所见之月,https://thwiki.cc/%E4%BB%8E%E7%A5%9E%E7%A4%BE%E6%89%80%E8%A7%81%E4%B9%8B%E6%9C%88,神社から見える月|从神社所见之月|The Moon As Seen From the Shrine
令人心跳的司空见惯幻想乡,https://thwiki.cc/%E4%BB%A4%E4%BA%BA%E5%BF%83%E8%B7%B3%E7%9A%84%E5%8F%B8%E7%A9%BA%E8%A7%81%E6%83%AF%E5%B9%BB%E6%83%B3%E4%B9%A1,ワクワクする見慣れた幻想郷|令人心跳的司空见惯幻想乡|An Exciting and Familiar Gensokyo
令人怀念的东方之血　～ Old World,https://thwiki.cc/%E4%BB%A4%E4%BA%BA%E6%80%80%E5%BF%B5%E7%9A%84%E4%B8%9C%E6%96%B9%E4%B9%8B%E8%A1%80_%EF%BD%9E_Old_World,懐かしき東方の血　～ Old World|令人怀念的东方之血　～ Old World|Nostalgic Blood of the East ~ Old World
以死相赌,https://thwiki.cc/%E4%BB%A5%E6%AD%BB%E7%9B%B8%E8%B5%8C,死を賭して|以死相赌|Bet on Death
以犯规对不可能的弹幕,https://thwiki.cc/%E4%BB%A5%E7%8A%AF%E8%A7%84%E5%AF%B9%E4%B8%8D%E5%8F%AF%E8%83%BD%E7%9A%84%E5%BC%B9%E5%B9%95,不可能弾幕には反則を|以犯规对不可能的弹幕|Cheat Against the Impossible Danmaku
以鱼驱蝇,https://thwiki.cc/%E4%BB%A5%E9%B1%BC%E9%A9%B1%E8%9D%87,以魚駆蠅|以鱼驱蝇|Swing a Fish to Drive Away Flies
仰空,https://thwiki.cc/%E4%BB%B0%E7%A9%BA,仰空|仰空|Skygazer
仲夏的妖精梦,https://thwiki.cc/%E4%BB%B2%E5%A4%8F%E7%9A%84%E5%A6%96%E7%B2%BE%E6%A2%A6,真夏の妖精の夢|仲夏的妖精梦|A Midsummer Fairy's Dream|盛夏的妖精梦
价值不明,https://thwiki.cc/%E4%BB%B7%E5%80%BC%E4%B8%8D%E6%98%8E,価値がわからない|价值不明|The Value Is Unrealized
伊奘诺物质,https://thwiki.cc/%E4%BC%8A%E5%A5%98%E8%AF%BA%E7%89%A9%E8%B4%A8%EF%BC%88%E6%9B%B2%E7%9B%AE%EF%BC%89,イザナギオブジェクト|伊奘诺物质|Izanagi Object
伏瓦鲁魔法图书馆,https://thwiki.cc/%E4%BC%8F%E7%93%A6%E9%B2%81%E9%AD%94%E6%B3%95%E5%9B%BE%E4%B9%A6%E9%A6%86,"ヴワル魔法図書館|伏瓦鲁魔法图书馆|Voile, the Magic Library"
众神眷恋的幻想乡,https://thwiki.cc/%E4%BC%97%E7%A5%9E%E7%9C%B7%E6%81%8B%E7%9A%84%E5%B9%BB%E6%83%B3%E4%B9%A1,神々が恋した幻想郷|众神眷恋的幻想乡|The Gensokyo the Gods Loved|神所眷恋的幻想乡|众神眷顾的幻想乡
会受稻田姬的斥责啦,https://thwiki.cc/%E4%BC%9A%E5%8F%97%E7%A8%BB%E7%94%B0%E5%A7%AC%E7%9A%84%E6%96%A5%E8%B4%A3%E5%95%A6,稲田姫様に叱られるから|会受稻田姬的斥责啦|Because Princess Inada Is Scolding Me|会被稻田公主骂的啦
传说中的仙境,https://thwiki.cc/%E4%BC%A0%E8%AF%B4%E4%B8%AD%E7%9A%84%E4%BB%99%E5%A2%83,昔話わんだーらんど|传说中的仙境|Legendary Wonderland
传说的巨神,https://thwiki.cc/%E4%BC%A0%E8%AF%B4%E7%9A%84%E5%B7%A8%E7%A5%9E,伝説の巨神|传说的巨神|The Legendary Titan
佐渡的二岩,https://thwiki.cc/%E4%BD%90%E6%B8%A1%E7%9A%84%E4%BA%8C%E5%B2%A9,佐渡の二ッ岩|佐渡的二岩|Futatsuiwa from Sado
你所在之城的怪事,https://thwiki.cc/%E4%BD%A0%E6%89%80%E5%9C%A8%E4%B9%8B%E5%9F%8E%E7%9A%84%E6%80%AA%E4%BA%8B,あなたの町の怪事件|你所在之城的怪事|The Mystery in Your Town
你见到了那个影子吗,https://thwiki.cc/%E4%BD%A0%E8%A7%81%E5%88%B0%E4%BA%86%E9%82%A3%E4%B8%AA%E5%BD%B1%E5%AD%90%E5%90%97,君はあの影を見たか|你见到了那个影子吗|Did You See That Shadow?|你看见那个巨影了么
俄耳甫斯的诗　～ Pseudoclassic,https://thwiki.cc/%E4%BF%84%E8%80%B3%E7%94%AB%E6%96%AF%E7%9A%84%E8%AF%97_%EF%BD%9E_Pseudoclassic,オルフェの詩　～ Pseudoclassic|俄耳甫斯的诗　～ Pseudoclassic|Orphic Poetry ~ Pseudoclassic
信仰是为了虚幻之人,https://thwiki.cc/%E4%BF%A1%E4%BB%B0%E6%98%AF%E4%B8%BA%E4%BA%86%E8%99%9A%E5%B9%BB%E4%B9%8B%E4%BA%BA,信仰は儚き人間の為に|信仰是为了虚幻之人|Faith Is for the Transient People
光辉的天球仪,https://thwiki.cc/%E5%85%89%E8%BE%89%E7%9A%84%E5%A4%A9%E7%90%83%E4%BB%AA,光輝く天球儀|光辉的天球仪|Shining Armillary Sphere
克服万千之试炼,https://thwiki.cc/%E5%85%8B%E6%9C%8D%E4%B8%87%E5%8D%83%E4%B9%8B%E8%AF%95%E7%82%BC,千の試練を超えて|克服万千之试炼|Overcome a Thousand Trials
兔已着陆,https://thwiki.cc/%E5%85%94%E5%B7%B2%E7%9D%80%E9%99%86,兎は舞い降りた|兔已着陆|The Rabbit Has Landed
全有机体的记忆　～ Memory of Fossil Energy.,https://thwiki.cc/%E5%85%A8%E6%9C%89%E6%9C%BA%E4%BD%93%E7%9A%84%E8%AE%B0%E5%BF%86_%EF%BD%9E_Memory_of_Fossil_Energy.,有機体全てのメメント　～ Memory of Fossil Energy.|全有机体的记忆　～ Memory of Fossil Energy.|Memento of All Organisms ~ Memory of Fossil Energy.
公正的争夺,https://thwiki.cc/%E5%85%AC%E6%AD%A3%E7%9A%84%E4%BA%89%E5%A4%BA,公正なる奪い合い|公正的争夺|Fair Scramble
兽之智慧,https://thwiki.cc/%E5%85%BD%E4%B9%8B%E6%99%BA%E6%85%A7,獣の知性|兽之智慧|A Beast's Intelligence
兽王们的小憩,https://thwiki.cc/%E5%85%BD%E7%8E%8B%E4%BB%AC%E7%9A%84%E5%B0%8F%E6%86%A9,獣王達の休息|兽王们的小憩|Beast Kings' Rest
内心,https://thwiki.cc/%E5%86%85%E5%BF%83,裏心|内心|Inner Heart
冷吟闲醉,https://thwiki.cc/%E5%86%B7%E5%90%9F%E9%97%B2%E9%86%89,冷吟閑酔|冷吟闲醉|Drunk as I Like
冻结的永远之都,https://thwiki.cc/%E5%86%BB%E7%BB%93%E7%9A%84%E6%B0%B8%E8%BF%9C%E4%B9%8B%E9%83%BD,凍り付いた永遠の都|冻结的永远之都|The Frozen Eternal Capital
凋叶棕（withered leaf）,https://thwiki.cc/%E5%87%8B%E5%8F%B6%E6%A3%95%EF%BC%88withered_leaf%EF%BC%89,ティアオイエツォン(withered leaf)|凋叶棕（withered leaf）|Diao Ye Zong (withered leaf)|枯叶色（withered leaf）
凭依华,https://thwiki.cc/%E5%87%AD%E4%BE%9D%E5%8D%8E,憑依華|凭依华|Blooms of Spirit Possession
凭坐挟于梦境与现实之间　～ Necro-Fantasia,https://thwiki.cc/%E5%87%AD%E5%9D%90%E6%8C%9F%E4%BA%8E%E6%A2%A6%E5%A2%83%E4%B8%8E%E7%8E%B0%E5%AE%9E%E4%B9%8B%E9%97%B4_%EF%BD%9E_Necro-Fantasia,憑坐は夢と現の間に　～ Necro-Fantasia|凭坐挟于梦境与现实之间　～ Necro-Fantasia|Yorimashi Between Dreams and Reality ~ Necro-Fantasia
凭投依合,https://thwiki.cc/%E5%87%AD%E6%8A%95%E4%BE%9D%E5%90%88,憑依投合|凭投依合|Being Things Eye To Eye
出演者选择,https://thwiki.cc/%E5%87%BA%E6%BC%94%E8%80%85%E9%80%89%E6%8B%A9,演者選択|出演者选择|Performer Selection
到达有顶天,https://thwiki.cc/%E5%88%B0%E8%BE%BE%E6%9C%89%E9%A1%B6%E5%A4%A9,至る有頂天|到达有顶天|Bhavaagra as Far as the Eye Can See
前所未见的噩梦世界,https://thwiki.cc/%E5%89%8D%E6%89%80%E6%9C%AA%E8%A7%81%E7%9A%84%E5%99%A9%E6%A2%A6%E4%B8%96%E7%95%8C,見た事も無い悪夢の世界|前所未见的噩梦世界|A World of Nightmares Never Seen Before
剧毒身体　～ Forsaken Doll,https://thwiki.cc/%E5%89%A7%E6%AF%92%E8%BA%AB%E4%BD%93_%EF%BD%9E_Forsaken_Doll,ポイズンボディ　～ Forsaken Doll|剧毒身体　～ Forsaken Doll|Poison Body ~ Forsaken Doll
勇敢又慵懒的妖兽,https://thwiki.cc/%E5%8B%87%E6%95%A2%E5%8F%88%E6%85%B5%E6%87%92%E7%9A%84%E5%A6%96%E5%85%BD,勇敢で有閑な妖獣|勇敢又慵懒的妖兽|A Brave and Leisurely Beast
千年幻想乡　～ History of the Moon,https://thwiki.cc/%E5%8D%83%E5%B9%B4%E5%B9%BB%E6%83%B3%E4%B9%A1_%EF%BD%9E_History_of_the_Moon,千年幻想郷　～ History of the Moon|千年幻想乡　～ History of the Moon|Gensokyo Millennium ~ History of the Moon
午夜的妖精舞会,https://thwiki.cc/%E5%8D%88%E5%A4%9C%E7%9A%84%E5%A6%96%E7%B2%BE%E8%88%9E%E4%BC%9A,真夜中のフェアリーダンス|午夜的妖精舞会|A Midnight Fairy Dance|深夜的妖精之舞
华之幻想 红梦之宙,https://thwiki.cc/%E5%8D%8E%E4%B9%8B%E5%B9%BB%E6%83%B3_%E7%BA%A2%E6%A2%A6%E4%B9%8B%E5%AE%99,"華の幻想　紅夢の宙|华之幻想 红梦之宙|Illusion of Flowers, Sky of Scarlet Dreams"
华狭间的战场,https://thwiki.cc/%E5%8D%8E%E7%8B%AD%E9%97%B4%E7%9A%84%E6%88%98%E5%9C%BA,華狭間のバトルフィールド|华狭间的战场|Battlefield of the Flower Threshold
华胥之梦,https://thwiki.cc/%E5%8D%8E%E8%83%A5%E4%B9%8B%E6%A2%A6,華胥の夢|华胥之梦|Dream of Huaxu
博丽　～Eastern Wind,https://thwiki.cc/%E5%8D%9A%E4%B8%BD_%EF%BD%9EEastern_Wind,博麗　～Eastern Wind|博丽　～Eastern Wind|Hakurei ~ Eastern Wind
博丽神社境内,https://thwiki.cc/%E5%8D%9A%E4%B8%BD%E7%A5%9E%E7%A4%BE%E5%A2%83%E5%86%85,博麗神社境内|博丽神社境内|Hakurei Shrine Grounds
卡纳维拉尔角的梦幻少女,https://thwiki.cc/%E5%8D%A1%E7%BA%B3%E7%BB%B4%E6%8B%89%E5%B0%94%E8%A7%92%E7%9A%84%E6%A2%A6%E5%B9%BB%E5%B0%91%E5%A5%B3,カナベラルの夢幻少女|卡纳维拉尔角的梦幻少女|Illusionary Girl from Canaveral
卢舍那佛遗址,https://thwiki.cc/%E5%8D%A2%E8%88%8D%E9%82%A3%E4%BD%9B%E9%81%97%E5%9D%80,盧舎那仏遺構|卢舍那佛遗址
卫星露天咖啡座,https://thwiki.cc/%E5%8D%AB%E6%98%9F%E9%9C%B2%E5%A4%A9%E5%92%96%E5%95%A1%E5%BA%A7,衛星カフェテラス|卫星露天咖啡座|Satellite Café Terrace|卫星露天咖啡屋
卫星鸟船,https://thwiki.cc/%E5%8D%AB%E6%98%9F%E9%B8%9F%E8%88%B9,衛星トリフネ|卫星鸟船|Satellite TORIFUNE
即便为世间所遗忘,https://thwiki.cc/%E5%8D%B3%E4%BE%BF%E4%B8%BA%E4%B8%96%E9%97%B4%E6%89%80%E9%81%97%E5%BF%98,例え世界から忘れられても|即便为世间所遗忘|Even if Forgotten by the World
厄神降临之路　～ Dark Road,https://thwiki.cc/%E5%8E%84%E7%A5%9E%E9%99%8D%E4%B8%B4%E4%B9%8B%E8%B7%AF_%EF%BD%9E_Dark_Road,厄神様の通り道　～ Dark Road|厄神降临之路　～ Dark Road|The Road of the Misfortune God ~ Dark Road|厄神经过的道路　～ Dark Road
原初的节拍　～ Pristine Beat,https://thwiki.cc/%E5%8E%9F%E5%88%9D%E7%9A%84%E8%8A%82%E6%8B%8D_%EF%BD%9E_Pristine_Beat,始原のビート　～ Pristine Beat|原初的节拍　～ Pristine Beat|Primordial Beat ~ Pristine Beat|原始的节奏　～ Pristine Beat|原始节奏　～ Pristine Beat|原始的节拍　～ Pristine Beat
双壳贝上的幻觉,https://thwiki.cc/%E5%8F%8C%E5%A3%B3%E8%B4%9D%E4%B8%8A%E7%9A%84%E5%B9%BB%E8%A7%89,二枚貝の上のハルシネーション|双壳贝上的幻觉|Hallucination Atop a Bivalve
古老的元神,https://thwiki.cc/%E5%8F%A4%E8%80%81%E7%9A%84%E5%85%83%E7%A5%9E,古きユアンシェン|古老的元神|Old Yuanxian|古代元神
古老的冥界寺,https://thwiki.cc/%E5%8F%A4%E8%80%81%E7%9A%84%E5%86%A5%E7%95%8C%E5%AF%BA,古の冥界寺|古老的冥界寺|Ancient Temple of the Netherworld
另一侧的月,https://thwiki.cc/%E5%8F%A6%E4%B8%80%E4%BE%A7%E7%9A%84%E6%9C%88,向こう側の月|另一侧的月|The Far Side of the Moon|月的另一侧
只有地藏知晓的哀叹,https://thwiki.cc/%E5%8F%AA%E6%9C%89%E5%9C%B0%E8%97%8F%E7%9F%A5%E6%99%93%E7%9A%84%E5%93%80%E5%8F%B9,地蔵だけが知る哀嘆|只有地藏知晓的哀叹|The Lamentations Known Only by Jizo
可悲的人偶　～ Doll of Misery,https://thwiki.cc/%E5%8F%AF%E6%82%B2%E7%9A%84%E4%BA%BA%E5%81%B6_%EF%BD%9E_Doll_of_Misery,悲しき人形　～ Doll of Misery|可悲的人偶　～ Doll of Misery|Doll of Misery
可爱的大战争叠奏曲,https://thwiki.cc/%E5%8F%AF%E7%88%B1%E7%9A%84%E5%A4%A7%E6%88%98%E4%BA%89%E5%8F%A0%E5%A5%8F%E6%9B%B2,可愛い大戦争のリフレーン|可爱的大战争叠奏曲|The Refrain of the Lovely Great War
可爱的恶魔　～ Innocence,https://thwiki.cc/%E5%8F%AF%E7%88%B1%E7%9A%84%E6%81%B6%E9%AD%94_%EF%BD%9E_Innocence,かわいい悪魔　～ Innocence|可爱的恶魔　～ Innocence|Cute Devil ~ Innocence
各自的结局,https://thwiki.cc/%E5%90%84%E8%87%AA%E7%9A%84%E7%BB%93%E5%B1%80,各々の結末|各自的结局|Each Ending
合缘奇缘,https://thwiki.cc/%E5%90%88%E7%BC%98%E5%A5%87%E7%BC%98,合縁奇縁|合缘奇缘|An Odd Couple|天赐奇缘
同归于尽,https://thwiki.cc/%E5%90%8C%E5%BD%92%E4%BA%8E%E5%B0%BD,死なばもろとも|同归于尽|We Shall Die Together
后院的妖怪参拜道,https://thwiki.cc/%E5%90%8E%E9%99%A2%E7%9A%84%E5%A6%96%E6%80%AA%E5%8F%82%E6%8B%9C%E9%81%93,妖怪裏参道|后院的妖怪参拜道|Youkai Back Shrine Road
含苞待放的凭依华,https://thwiki.cc/%E5%90%AB%E8%8B%9E%E5%BE%85%E6%94%BE%E7%9A%84%E5%87%AD%E4%BE%9D%E5%8D%8E,未だ蕾む憑依華|含苞待放的凭依华|Possession Flowers Yet to Bud
吸血怪兽卓柏卡布拉,https://thwiki.cc/%E5%90%B8%E8%A1%80%E6%80%AA%E5%85%BD%E5%8D%93%E6%9F%8F%E5%8D%A1%E5%B8%83%E6%8B%89,吸血怪獣チュパカブラ|吸血怪兽卓柏卡布拉|Vampiric Cryptid Chupacabra
命运的阴暗面,https://thwiki.cc/%E5%91%BD%E8%BF%90%E7%9A%84%E9%98%B4%E6%9A%97%E9%9D%A2,運命のダークサイド|命运的阴暗面|Dark Side of Fate|命运的黑暗面
哈德曼的妖怪少女,https://thwiki.cc/%E5%93%88%E5%BE%B7%E6%9B%BC%E7%9A%84%E5%A6%96%E6%80%AA%E5%B0%91%E5%A5%B3,ハルトマンの妖怪少女|哈德曼的妖怪少女|Hartmann's Youkai Girl
嘲讽的游戏,https://thwiki.cc/%E5%98%B2%E8%AE%BD%E7%9A%84%E6%B8%B8%E6%88%8F,嘲りの遊戯|嘲讽的游戏|Ridiculous Game
噩梦日记,https://thwiki.cc/%E5%99%A9%E6%A2%A6%E6%97%A5%E8%AE%B0,悪夢日記|噩梦日记|Nightmare Journal
回忆京都,https://thwiki.cc/%E5%9B%9E%E5%BF%86%E4%BA%AC%E9%83%BD,レトロスペクティブ京都|回忆京都|Retrospective Kyoto
因夜失眠,https://thwiki.cc/%E5%9B%A0%E5%A4%9C%E5%A4%B1%E7%9C%A0,夜だから眠れない|因夜失眠|Can't Sleep Because It's Nighttime|夜晚无法入睡
圣德传说　～ True Administrator,https://thwiki.cc/%E5%9C%A3%E5%BE%B7%E4%BC%A0%E8%AF%B4_%EF%BD%9E_True_Administrator,聖徳伝説　～ True Administrator|圣德传说　～ True Administrator|Shoutoku Legend ~ True Administrator
圣德太子的天马　～ Dark Pegasus,https://thwiki.cc/%E5%9C%A3%E5%BE%B7%E5%A4%AA%E5%AD%90%E7%9A%84%E5%A4%A9%E9%A9%AC_%EF%BD%9E_Dark_Pegasus,聖徳太子のペガサス　～ Dark Pegasus|圣德太子的天马　～ Dark Pegasus|Prince Shoutoku's Pegasus ~ Dark Pegasus
圣辇船飞向天空,https://thwiki.cc/%E5%9C%A3%E8%BE%87%E8%88%B9%E9%A3%9E%E5%90%91%E5%A4%A9%E7%A9%BA,聖輦船空を往く|圣辇船飞向天空|The Palanquin Ship Flies in the Sky
在深绿的狸森里,https://thwiki.cc/%E5%9C%A8%E6%B7%B1%E7%BB%BF%E7%9A%84%E7%8B%B8%E6%A3%AE%E9%87%8C,深緑の狸森にて|在深绿的狸森里|In the Deep-Green Tanuki Forest
在美妙的墓地里住下吧,https://thwiki.cc/%E5%9C%A8%E7%BE%8E%E5%A6%99%E7%9A%84%E5%A2%93%E5%9C%B0%E9%87%8C%E4%BD%8F%E4%B8%8B%E5%90%A7,素敵な墓場で暮しましょ|在美妙的墓地里住下吧|Let's Live in a Lovely Cemetery|在美好的墓场中生活吧|搬到舒适的墓地居住吧
地之色乃黄色,https://thwiki.cc/%E5%9C%B0%E4%B9%8B%E8%89%B2%E4%B9%83%E9%BB%84%E8%89%B2,地の色は黄色|地之色乃黄色|The Ground's Color is Yellow
地底绽放的蔷薇,https://thwiki.cc/%E5%9C%B0%E5%BA%95%E7%BB%BD%E6%94%BE%E7%9A%84%E8%94%B7%E8%96%87,地底に咲く薔薇|地底绽放的蔷薇|A Rose Blooming in the Underworld
地灵们的归家,https://thwiki.cc/%E5%9C%B0%E7%81%B5%E4%BB%AC%E7%9A%84%E5%BD%92%E5%AE%B6,地霊達の帰宅|地灵们的归家|The Earth Spirits' Homecoming
地灵们的起床,https://thwiki.cc/%E5%9C%B0%E7%81%B5%E4%BB%AC%E7%9A%84%E8%B5%B7%E5%BA%8A,地霊達の起床|地灵们的起床|Awakening of the Earth Spirits
复仇女神的要塞,https://thwiki.cc/%E5%A4%8D%E4%BB%87%E5%A5%B3%E7%A5%9E%E7%9A%84%E8%A6%81%E5%A1%9E,ネメシスの要塞|复仇女神的要塞|Nemesis' Stronghold
夏明,https://thwiki.cc/%E5%A4%8F%E6%98%8E,夏明き|夏明|End of Summer
夕阳下落,https://thwiki.cc/%E5%A4%95%E9%98%B3%E4%B8%8B%E8%90%BD,陽落ちて|夕阳下落|Sunfall
外界民俗,https://thwiki.cc/%E5%A4%96%E7%95%8C%E6%B0%91%E4%BF%97,外界フォークロア|外界民俗|Outside World Folklore
夜幕降临　～ Evening Star,https://thwiki.cc/%E5%A4%9C%E5%B9%95%E9%99%8D%E4%B8%B4_%EF%BD%9E_Evening_Star,夜が降りてくる　～ Evening Star|夜幕降临　～ Evening Star|Night Falls ~ Evening Star
夜空中的UFO恋曲,https://thwiki.cc/%E5%A4%9C%E7%A9%BA%E4%B8%AD%E7%9A%84UFO%E6%81%8B%E6%9B%B2,夜空のユーフォーロマンス|夜空中的UFO恋曲|UFO Romance in the Night Sky
夜雀的歌声　～ Night Bird,https://thwiki.cc/%E5%A4%9C%E9%9B%80%E7%9A%84%E6%AD%8C%E5%A3%B0_%EF%BD%9E_Night_Bird,夜雀の歌声　～ Night Bird|夜雀的歌声　～ Night Bird|Song of the Night Sparrow ~ Night Bird
大吉猫咪,https://thwiki.cc/%E5%A4%A7%E5%90%89%E7%8C%AB%E5%92%AA,大吉キトゥン|大吉猫咪|Kitten of Great Fortune
大地之底，刚欲之海,https://thwiki.cc/%E5%A4%A7%E5%9C%B0%E4%B9%8B%E5%BA%95%EF%BC%8C%E5%88%9A%E6%AC%B2%E4%B9%8B%E6%B5%B7,"大地の底、剛欲の海|大地之底，刚欲之海|Depths of the Earth, Ocean of Avarice"
大江山的花之酒宴,https://thwiki.cc/%E5%A4%A7%E6%B1%9F%E5%B1%B1%E7%9A%84%E8%8A%B1%E4%B9%8B%E9%85%92%E5%AE%B4,華のさかづき大江山|大江山的花之酒宴|A Flower-Studded Sake Dish on Mt. Ooe
大神神话传,https://thwiki.cc/%E5%A4%A7%E7%A5%9E%E7%A5%9E%E8%AF%9D%E4%BC%A0,大神神話伝|大神神话传|Omiwa Legend
大空魔术　～ Magical Astronomy,https://thwiki.cc/%E5%A4%A7%E7%A9%BA%E9%AD%94%E6%9C%AF_%EF%BD%9E_Magical_Astronomy%EF%BC%88%E6%9B%B2%E7%9B%AE%EF%BC%89,大空魔術　～ Magical Astronomy|大空魔术　～ Magical Astronomy|Celestial Wizardry ~ Magical Astronomy
天使传说,https://thwiki.cc/%E5%A4%A9%E4%BD%BF%E4%BC%A0%E8%AF%B4,天使伝説|天使传说|Angel's Legend
天狗正凝视着　～ Black Eyes,https://thwiki.cc/%E5%A4%A9%E7%8B%97%E6%AD%A3%E5%87%9D%E8%A7%86%E7%9D%80_%EF%BD%9E_Black_Eyes,天狗が見ている　～ Black Eyes|天狗正凝视着　～ Black Eyes|Tengu Is Watching ~ Black Eyes
天狗的笔记　～ Mysterious Note,https://thwiki.cc/%E5%A4%A9%E7%8B%97%E7%9A%84%E7%AC%94%E8%AE%B0_%EF%BD%9E_Mysterious_Note,天狗の手帖　～ Mysterious Note|天狗的笔记　～ Mysterious Note|Tengu's Notebook ~ Mysterious Note
天理人欲,https://thwiki.cc/%E5%A4%A9%E7%90%86%E4%BA%BA%E6%AC%B2,"天理人欲|天理人欲|Laws of Heaven, Desires of Man"
天空军团,https://thwiki.cc/%E5%A4%A9%E7%A9%BA%E5%86%9B%E5%9B%A2,天空アーミー|天空军团|Firmament Army
天空的格林尼治,https://thwiki.cc/%E5%A4%A9%E7%A9%BA%E7%9A%84%E6%A0%BC%E6%9E%97%E5%B0%BC%E6%B2%BB,天空のグリニッジ|天空的格林尼治|Greenwich in the Sky
天空的花都,https://thwiki.cc/%E5%A4%A9%E7%A9%BA%E7%9A%84%E8%8A%B1%E9%83%BD,天空の花の都|天空的花都|The Capital City of Flowers in the Sky|天空的花之都
天衣无缝,https://thwiki.cc/%E5%A4%A9%E8%A1%A3%E6%97%A0%E7%BC%9D,天衣無縫|天衣无缝|Flawless as Clothing of the Celestials
天魔之山漫天星,https://thwiki.cc/%E5%A4%A9%E9%AD%94%E4%B9%8B%E5%B1%B1%E6%BC%AB%E5%A4%A9%E6%98%9F,星降る天魔の山|天魔之山漫天星|Starry Mountain of Tenma
天鸟船神社,https://thwiki.cc/%E5%A4%A9%E9%B8%9F%E8%88%B9%E7%A5%9E%E7%A4%BE,天鳥船神社|天鸟船神社|Ame-no-torifune Shrine
天鸟船神社的结界,https://thwiki.cc/%E5%A4%A9%E9%B8%9F%E8%88%B9%E7%A5%9E%E7%A4%BE%E7%9A%84%E7%BB%93%E7%95%8C,天鳥船神社の結界|天鸟船神社的结界|The Barrier of Ame-no-torifune Shrine
天鹅绒少女战　～ Velvet Battle,https://thwiki.cc/%E5%A4%A9%E9%B9%85%E7%BB%92%E5%B0%91%E5%A5%B3%E6%88%98_%EF%BD%9E_Velvet_Battle,天鵞絨少女戦　～ Velvet Battle|天鹅绒少女战　～ Velvet Battle|Velvet Maiden's War ~ Velvet Battle
奈良异界公园,https://thwiki.cc/%E5%A5%88%E8%89%AF%E5%BC%82%E7%95%8C%E5%85%AC%E5%9B%AD,奈良異界公園|奈良异界公园
奥尔良的圣骑士,https://thwiki.cc/%E5%A5%A5%E5%B0%94%E8%89%AF%E7%9A%84%E5%9C%A3%E9%AA%91%E5%A3%AB,オルレアンの聖騎士|奥尔良的圣骑士|Holy Knight of Orléans
女仆与血之怀表,https://thwiki.cc/%E5%A5%B3%E4%BB%86%E4%B8%8E%E8%A1%80%E4%B9%8B%E6%80%80%E8%A1%A8,メイドと血の懐中時計|女仆与血之怀表|The Maid and the Pocket Watch of Blood
女仆幻想　～ Icemilk Magic,https://thwiki.cc/%E5%A5%B3%E4%BB%86%E5%B9%BB%E6%83%B3_%EF%BD%9E_Icemilk_Magic,メイド幻想　～ Icemilk Magic|女仆幻想　～ Icemilk Magic|Illusion of a Maid ~ Icemilk Magic
如鬼灯般的红色之魂,https://thwiki.cc/%E5%A6%82%E9%AC%BC%E7%81%AF%E8%88%AC%E7%9A%84%E7%BA%A2%E8%89%B2%E4%B9%8B%E9%AD%82,ほおずきみたいに紅い魂|如鬼灯般的红色之魂|A Soul as Scarlet as a Ground Cherry
妖妖梦　～ Snow or Cherry Petal,https://thwiki.cc/%E5%A6%96%E5%A6%96%E6%A2%A6_%EF%BD%9E_Snow_or_Cherry_Petal,妖々夢　～ Snow or Cherry Petal|妖妖梦　～ Snow or Cherry Petal|Ghostly Dream ~ Snow or Cherry Petal
妖妖跋扈,https://thwiki.cc/%E5%A6%96%E5%A6%96%E8%B7%8B%E6%89%88,妖々跋扈|妖妖跋扈|Spiritual Domination
妖妖跋扈　～ Who done it!,https://thwiki.cc/%E5%A6%96%E5%A6%96%E8%B7%8B%E6%89%88_%EF%BD%9E_Who_done_it!,妖々跋扈　～ Who done it!|妖妖跋扈　～ Who done it!|Spiritual Domination ~ Who done it!
妖异们的骤雨,https://thwiki.cc/%E5%A6%96%E5%BC%82%E4%BB%AC%E7%9A%84%E9%AA%A4%E9%9B%A8,妖異達の通り雨|妖异们的骤雨|A Shower of Strange Occurrences
妖怪上钩,https://thwiki.cc/%E5%A6%96%E6%80%AA%E4%B8%8A%E9%92%A9,妖怪フックオン|妖怪上钩|Youkai Hook On|妖怪Hook On
